"92244","MFR"
"92245","MFR"
"92285","MFR"
"92286","MFR"
"92287","MFR"
"92288","MFR"
"92410","USP"
"92411","MFR"
"92414","MFR"
"92415","MFR"
"92416","MFR"
"92418","MFR"
"92419","MFR"
"92420","MFR"
"98418","MFR"
"98419","USP"
"98454","USP"
"98462","MFR"
"98474","MFR"
"98475","MFR"
"98516","USP"
"98541","MFR"
"98542","MFR"
"98543","MFR"
"98575","USP"
"98585","BP"
"98598","USP"
"98632","USP"
"98633","USP"
"98646","USP"
"98647","USP"
"98648","USP"
"98649","USP"
"98679","USP"
"98687","PH EUR"
"98688","PH EUR"
"98703","USP"
"98704","USP"
"98724","USP"
"98726","MFR"
"98728","USP"
"98735","USP"
"98736","USP"
"98748","MFR"
"98750","MFR"
"98757","USP"
"98758","USP"
"98760","MFR"
"98792","USP"
"98799","USP"
"87505","USP"
"87506","USP"
"87507","USP"
"87508","USP"
"87523","MFR"
"87558","USP"
"87559","USP"
"92421","MFR"
"92422","MFR"
"92511","USP"
"92512","USP"
"92571","USP"
"92739","USP"
"92740","USP"
"92766","MFR"
"103021","MFR"
"103022","MFR"
"103052","MFR"
"103054","MFR"
"103055","MFR"
"103056","MFR"
"103059","MFR"
"103060","MFR"
"103065","USP"
"103074","USP"
"103077","USP"
"103078","MFR"
"103082","USP"
"103099","BP"
"103101","BP"
"103102","BP"
"103103","BP"
"103104","MFR"
"103113","MFR"
"103114","MFR"
"103115","MFR"
"103144","MFR"
"103146","MFR"
"103150","MFR"
"103155","USP"
"103158","MFR"
"103159","USP"
"103161","MFR"
"103162","MFR"
"103163","MFR"
"103173","MFR"
"103174","MFR"
"103175","MFR"
"103176","MFR"
"103177","MFR"
"92812","USP"
"92819","USP"
"92822","MFR"
"92861","USP"
"92874","USP"
"92876","USP"
"92877","USP"
"92878","USP"
"92879","USP"
"92880","USP"
"87633","MFR"
"87634","MFR"
"87635","MFR"
"87697","USP"
"87698","USP"
"87734","MFR"
"87744","USP"
"87768","USP"
"87769","USP"
"87794","MFR"
"87800","USP"
"87902","MFR"
"87986","USP"
"87988","USP"
"87989","USP"
"88026","MFR"
"88028","MFR"
"88032","USP"
"88043","USP"
"88044","USP"
"88045","USP"
"98829","CSD"
"98850","USP"
"98851","USP"
"98852","BP"
"98853","BP"
"98854","USP"
"98859","MFR"
"98860","MFR"
"98861","MFR"
"98862","MFR"
"98863","MFR"
"98884","USP"
"98892","USP"
"98893","USP"
"98913","CSD"
"98914","CSD"
"98915","CSD"
"98919","MFR"
"98965","MFR"
"98966","MFR"
"92982","USP"
"93022","MFR"
"93023","MFR"
"93090","MFR"
"93094","MFR"
"93169","MFR"
"93170","MFR"
"93275","MFR"
"93278","MFR"
"93286","BP"
"93287","BP"
"93327","USP"
"93356","USP"
"93437","USP"
"93438","USP"
"93439","USP"
"93440","USP"
"93470","MFR"
"93482","MFR"
"93483","MFR"
"93484","MFR"
"93485","MFR"
"93489","MFR"
"93490","MFR"
"93492","MFR"
"93556","USP"
"93557","USP"
"93558","USP"
"93572","MFR"
"93574","MFR"
"93594","MFR"
"93661","MFR"
"93694","MFR"
"99019","MFR"
"99040","MFR"
"99041","MFR"
"99042","MFR"
"99089","MFR"
"99091","MFR"
"99132","USP"
"99147","USP"
"99148","USP"
"99163","MFR"
"99170","MFR"
"99187","MFR"
"99194","USP"
"99215","MFR"
"99275","USP"
"99276","USP"
"99277","USP"
"99278","USP"
"99279","USP"
"99305","MFR"
"99328","MFR"
"99329","MFR"
"99330","MFR"
"99386","MFR"
"99387","MFR"
"99388","MFR"
"99432","USP"
"99433","USP"
"99447","MFR"
